<!-- Created with RosettaNet XSD2ALL 2.3.8 on Thu Jul 19 16:15:44 SGT 2007 -->
,ConsumptionNotificationType,1,1,ConsumptionNotification
,ConsumptionNoticeType,2,1,,ConsumptionNotice
udc,BusinessDocumentReferenceType,3,1..n,,,BusinessDocumentReference
xs,dateTime,4,0..1,,,,DateTime
udct,DocumentTypeType,5,1,,,,DocumentType
xs,string,6,1,,,,Identifier
xs,string,7,0..1,,,,Line
xs,string,8,0..1,,,,Revision
xs,string,9,0..1,,,,SubLine
,MaterialConsumptionType,10,1..n,,,MaterialConsumption
,MaterialType,11,1..n,,,,Material
,InventoryProductQuantityType,12,0..n,,,,,InventoryProductQuantity
dit,InventoryTypeType,13,1,,,,,,InventoryType
sha,ProductQuantityType,14,1,,,,,,ProductQuantity
xs,string,15,0..1,,,,,LineNumber
updi,ProductIdentificationType,16,1,,,,,ProductIdentification
xs,string,17,0..1,,,,,,ProductName
xs,string,18,0..1,,,,,,Revision
,,19,1,,,,,,Choice
ulc,AlternativeIdentifierType,20,1..n,,,,,,,AlternativeIdentifier
xs,string,21,1,,,,,,,,Authority
xs,string,22,1,,,,,,,,Identifier
udt,GTINType,23,1,,,,,,,GTIN
uuom,UnitOfMeasureType,24,1,,,,,UnitOfMeasure
ume,FinancialAmountType,25,0..1,,,,,UnitPrice
xs,float,26,1,,,,,,Amount
ucr,CurrencyType,27,1,,,,,,Currency
,PartnerType,28,1..n,,,,Partner
,ConsumptionLineItemType,29,0..n,,,,,ConsumptionLineItem
,LotSizeType,30,0..n,,,,,,LotSize
xs,string,31,0..1,,,,,,,Code
xs,string,32,0..1,,,,,,,Identifier
sha,ProductQuantityType,33,0..1,,,,,,Quantity
udc,BusinessDocumentReferenceType,34,0..n,,,,,LineItemReference
xs,dateTime,35,0..1,,,,,,DateTime
udct,DocumentTypeType,36,1,,,,,,DocumentType
xs,string,37,1,,,,,,Identifier
xs,string,38,0..1,,,,,,Line
xs,string,39,0..1,,,,,,Revision
xs,string,40,0..1,,,,,,SubLine
upi,PartnerDescriptionType,41,1,,,,,PartnerDescription
,,42,1,,,,,,Choice
upi,FullPartnerType,43,1,,,,,,,FullPartner
uci,ContactInformationType,44,0..n,,,,,,,,ContactInformation
udt,ContactType,45,1,,,,,,,,,Contact
xs,string,46,0..1,,,,,,,,,Email
xs,string,47,0..1,,,,,,,,,Fax
xs,string,48,0..1,,,,,,,,,Identifier
xs,string,49,0..1,,,,,,,,,Phone
ulc,LocationType,50,0..1,,,,,,,,Location
,,51,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,52,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,53,1,,,,,,,,,,,Authority
xs,string,54,1,,,,,,,,,,,Identifier
udt,DUNSType,55,1,,,,,,,,,,DUNS
udt,DUNSPlus4Type,56,1,,,,,,,,,,DUNSPlus4
udt,GLNType,57,1,,,,,,,,,,GLN
upi,PartnerIdentificationType,58,0..n,,,,,,,,PartnerIdentification
xs,string,59,0..1,,,,,,,,,PartnerName
,,60,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,61,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,62,1,,,,,,,,,,,Authority
xs,string,63,1,,,,,,,,,,,Identifier
udt,DUNSType,64,1,,,,,,,,,,DUNS
udt,DUNSPlus4Type,65,1,,,,,,,,,,DUNSPlus4
udt,GLNType,66,1,,,,,,,,,,GLN
ulc,PhysicalAddressType,67,0..1,,,,,,,,PhysicalAddress
xs,string,68,1,,,,,,,,,AddressLine1
xs,string,69,0..1,,,,,,,,,AddressLine2
xs,string,70,0..1,,,,,,,,,AddressLine3
xs,string,71,0..1,,,,,,,,,AddressLine4
xs,string,72,0..1,,,,,,,,,AddressLine5
xs,string,73,1,,,,,,,,,CityName
uc,CountryType,74,1,,,,,,,,,Country
ucs,CountrySubdivisionType,75,0..1,,,,,,,,,CountrySubdivision
xs,string,76,0..1,,,,,,,,,PostalCode
xs,string,77,0..1,,,,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,78,1,,,,,,,,ProcessRoleIdentifier
upi,IntermittentPartnerType,79,1,,,,,,,IntermittentPartner
uci,ContactInformationType,80,1,,,,,,,,ContactInformation
udt,ContactType,81,1,,,,,,,,,Contact
xs,string,82,0..1,,,,,,,,,Email
xs,string,83,0..1,,,,,,,,,Fax
xs,string,84,0..1,,,,,,,,,Identifier
xs,string,85,0..1,,,,,,,,,Phone
ulc,PhysicalAddressType,86,1,,,,,,,,PhysicalAddress
xs,string,87,1,,,,,,,,,AddressLine1
xs,string,88,0..1,,,,,,,,,AddressLine2
xs,string,89,0..1,,,,,,,,,AddressLine3
xs,string,90,0..1,,,,,,,,,AddressLine4
xs,string,91,0..1,,,,,,,,,AddressLine5
xs,string,92,1,,,,,,,,,CityName
