<!-- Created with RosettaNet XSD2ALL 2.3.9 on Wed Mar 03 13:59:00 PST 2010 -->
,WinClaimConfirmationType,1,1,WinClaimConfirmation
,DesignWinClaimType,2,1,,DesignWinClaim
xs,string,3,0..n,,,Comments
,DesignRegistrationIdentificationType,4,1..n,,,DesignRegistrationIdentification
udc,BusinessDocumentReferenceType,5,0..n,,,,BusinessDocumentReference
xs,dateTime,6,0..1,,,,,DateTime
udct,DocumentTypeType,7,1,,,,,DocumentType
xs,string,8,1,,,,,Identifier
xs,string,9,0..1,,,,,Line
xs,string,10,0..1,,,,,Revision
xs,string,11,0..1,,,,,SubLine
dmk,DemandCreatorTrackingIdentifierType,12,0..1,,,,DemandCreatorTrackingIdentifier
ddwc,DesignWinClassificationType,13,1,,,,DesignWinClassification
dmk,GeographicRegionType,14,0..1,,,,GeographicRegion
uc,CountryType,15,0..n,,,,,Country
dgrc,GeographicRegionCodeType,16,0..1,,,,,GeographicRegionCode
xs,string,17,1,,,,Identifier
,InvoiceType,18,0..n,,,,Invoice
,InvoiceLineItemType,19,0..1,,,,,InvoiceLineItem
dmk,DebitAuthorizationNumberType,20,0..1,,,,,,DebitAuthorizationNumber
ume,FinancialAmountType,21,0..1,,,,,,InvoiceAmount
xs,float,22,1,,,,,,,Amount
ucr,CurrencyType,23,1,,,,,,,Currency
xs,string,24,0..1,,,,,,,Identifier
xs,string,25,1,,,,,,LineItemNumber
sha,ProductQuantityType,26,0..1,,,,,,ProductQuantity
uuom,UnitOfMeasureType,27,0..1,,,,,,UnitOfMeasure
udc,BusinessDocumentReferenceType,28,1,,,,,InvoiceNumber
xs,dateTime,29,0..1,,,,,,DateTime
udct,DocumentTypeType,30,1,,,,,,DocumentType
xs,string,31,1,,,,,,Identifier
xs,string,32,0..1,,,,,,Line
xs,string,33,0..1,,,,,,Revision
xs,string,34,0..1,,,,,,SubLine
upi,PartnerDescriptionType,35,0..1,,,,PartnerDescription
,,36,1,,,,,Choice
upi,FullPartnerType,37,1,,,,,,FullPartner
uci,ContactInformationType,38,0..n,,,,,,,ContactInformation
udt,ContactType,39,1,,,,,,,,Contact
xs,string,40,0..1,,,,,,,,Email
xs,string,41,0..1,,,,,,,,Fax
xs,string,42,0..1,,,,,,,,Identifier
xs,string,43,0..1,,,,,,,,IdentifierCode
xs,string,44,0..1,,,,,,,,Phone
ulc,LocationType,45,0..1,,,,,,,Location
,,46,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,47,1..n,,,,,,,,,AlternativeIdentifier
xs,string,48,1,,,,,,,,,,Authority
xs,string,49,1,,,,,,,,,,Identifier
udt,DUNSType,50,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,51,1,,,,,,,,,DUNSPlus4
udt,GLNType,52,1,,,,,,,,,GLN
upi,PartnerIdentificationType,53,0..n,,,,,,,PartnerIdentification
xs,string,54,0..1,,,,,,,,PartnerName
,,55,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,56,1..n,,,,,,,,,AlternativeIdentifier
xs,string,57,1,,,,,,,,,,Authority
xs,string,58,1,,,,,,,,,,Identifier
udt,DUNSType,59,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,60,1,,,,,,,,,DUNSPlus4
udt,GLNType,61,1,,,,,,,,,GLN
ulc,PhysicalAddressType,62,0..1,,,,,,,PhysicalAddress
xs,string,63,1,,,,,,,,AddressLine1
xs,string,64,0..1,,,,,,,,AddressLine2
xs,string,65,0..1,,,,,,,,AddressLine3
xs,string,66,0..1,,,,,,,,AddressLine4
xs,string,67,0..1,,,,,,,,AddressLine5
xs,string,68,1,,,,,,,,CityName
uc,CountryType,69,1,,,,,,,,Country
ucs,CountrySubdivisionType,70,0..1,,,,,,,,CountrySubdivision
xs,string,71,0..1,,,,,,,,PostalCode
xs,string,72,0..1,,,,,,,,PostOfficeBox
upri,ProcessRoleIdentifierType,73,1,,,,,,,ProcessRoleIdentifier
upi,IntermittentPartnerType,74,1,,,,,,IntermittentPartner
uci,ContactInformationType,75,1,,,,,,,ContactInformation
udt,ContactType,76,1,,,,,,,,Contact
xs,string,77,0..1,,,,,,,,Email
xs,string,78,0..1,,,,,,,,Fax
